,Flight Path ID,Mission ID,Current Speed (meters / s),AGL (meters),Current Roll (degrees),Current Yaw (degrees),GPS Speed (meters / s),Pressure Altitude (meters),Current Pitch (degrees),Airborn,Time (s)
216,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.2
217,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.233
218,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.267
219,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.3
220,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.332999999999999
221,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.367000000000001
222,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.4
223,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.433
224,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.4670000000000005
225,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.5
226,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.5329999999999995
227,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.567
228,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.6
229,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.632999999999999
230,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.667000000000001
231,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.7
232,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.733
233,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.767
234,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.8
235,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.832999999999999
236,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.867000000000001
237,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.9
238,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.933
239,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,7.9670000000000005
240,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.0
241,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.033
242,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.067
243,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.1
244,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.133
245,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.167
246,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.2
247,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.232999999999999
248,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.267000000000001
249,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.3
250,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.333
251,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.367
252,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.4
253,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.433
254,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.467
255,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.5
256,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.533
257,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.567
258,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.6
