,GPS Position East (degrees),GPS Position North (degrees),GPS Altitude (meters),Mission ID
9312,76.1412402,39.47718525,254.2,1
9313,76.1412402,39.47718525,254.2,1
9314,76.1412402,39.47718525,254.2,1
9315,76.1412402,39.47718525,254.2,1
9316,76.14115975,39.47717425,253.29,1
9317,76.14115975,39.47717425,253.29,1
9318,76.14115975,39.47717425,253.29,1
9319,76.14115975,39.47717425,253.29,1
9320,76.14115975,39.47717425,253.29,1
9321,76.14115975,39.47717425,253.29,1
9322,76.14115975,39.47717425,253.29,1
9323,76.14115975,39.47717425,253.29,1
9324,76.14106991,39.4771621,252.37,1
9325,76.14106991,39.4771621,252.37,1
9326,76.14106991,39.4771621,252.37,1
9327,76.14106991,39.4771621,252.37,1
9328,76.14106991,39.4771621,252.37,1
9329,76.14106991,39.4771621,252.37,1
9330,76.14106991,39.4771621,252.37,1
9331,76.14099085,39.47715133,251.76,1
9332,76.14099085,39.47715133,251.76,1
9333,76.14099085,39.47715133,251.76,1
9334,76.14099085,39.47715133,251.76,1
9335,76.14099085,39.47715133,251.76,1
9336,76.14099085,39.47715133,251.76,1
9337,76.14099085,39.47715133,251.76,1
9338,76.14099085,39.47715133,251.76,1
9339,76.14090227,39.4771393,250.85,1
9340,76.14090227,39.4771393,250.85,1
9341,76.14090227,39.4771393,250.85,1
9342,76.14090227,39.4771393,250.85,1
9343,76.14090227,39.4771393,250.85,1
9344,76.14090227,39.4771393,250.85,1
9345,76.14090227,39.4771393,250.85,1
9346,76.14082434,39.47712864,249.94,1
9347,76.14082434,39.47712864,249.94,1
9348,76.14082434,39.47712864,249.94,1
9349,76.14082434,39.47712864,249.94,1
9350,76.14082434,39.47712864,249.94,1
9351,76.14082434,39.47712864,249.94,1
9352,76.14082434,39.47712864,249.94,1
9353,76.14082434,39.47712864,249.94,1
9354,76.14073714,39.47711672,249.33,1
9355,76.14073714,39.47711672,249.33,1
9356,76.14073714,39.47711672,249.33,1
9357,76.14073714,39.47711672,249.33,1
9358,76.14073714,39.47711672,249.33,1
9359,76.14073714,39.47711672,249.33,1
9360,76.14073714,39.47711672,249.33,1
9361,76.14066036,39.47710618,248.41,1
9362,76.14066036,39.47710618,248.41,1
9363,76.14066036,39.47710618,248.41,1
9364,76.14066036,39.47710618,248.41,1
9365,76.14066036,39.47710618,248.41,1
9366,76.14066036,39.47710618,248.41,1
9367,76.14066036,39.47710618,248.41,1
9368,76.14066036,39.47710618,248.41,1
9369,76.14057419,39.47709449,247.5,1
9370,76.14057419,39.47709449,247.5,1
9371,76.14057419,39.47709449,247.5,1
9372,76.14057419,39.47709449,247.5,1
9373,76.14057419,39.47709449,247.5,1
9374,76.14057419,39.47709449,247.5,1
9375,76.14057419,39.47709449,247.5,1
9376,76.14049833,39.47708418,246.89,1
9377,76.14049833,39.47708418,246.89,1
9378,76.14049833,39.47708418,246.89,1
9379,76.14049833,39.47708418,246.89,1
9380,76.14049833,39.47708418,246.89,1
9381,76.14049833,39.47708418,246.89,1
9382,76.14049833,39.47708418,246.89,1
9383,76.14049833,39.47708418,246.89,1
9384,76.1404133,39.4770726,246.28,1
9385,76.1404133,39.4770726,246.28,1
9386,76.1404133,39.4770726,246.28,1
9387,76.1404133,39.4770726,246.28,1
9388,76.1404133,39.4770726,246.28,1
9389,76.1404133,39.4770726,246.28,1
9390,76.1404133,39.4770726,246.28,1
9391,76.14033825,39.47706241,245.36,1
9392,76.14033825,39.47706241,245.36,1
9393,76.14033825,39.47706241,245.36,1
9394,76.14033825,39.47706241,245.36,1
9395,76.14033825,39.47706241,245.36,1
9396,76.14033825,39.47706241,245.36,1
